latitude,longitude,bezeichnung,art,strasse,hnr,hnr_zusatz,plz,ort,telefon,website
54.178136441588023,12.075049629455753,a-ja Warnemünde. Das Resort.,Hotel,Zur Promenade,2,,18119,Rostock,0800 252737678,http://www.ajaresorts.de/standorte/warnemuende/
54.180166287197054,12.086132775914928,Alabama Wirtshaus & Pension,Pension,Alexandrinenstr.,80,,18119,Rostock,0381 548250,http://www.alabama-warnemuende.m-vp.de/
54.166858687290151,12.036339951690907,Ankes Pension,Pension,Doberaner Landstr.,7,,18119,Rostock,0381 5191105,http://www.ankes-pension.de/
54.180309916337514,12.086830695650296,Aparthotel Stephan Jantzen,Hotel,Am Strom,109,,18119,Rostock,0381 5198330,http://www.appartementhaus-stephan-jantzen.de/
54.179942041378879,12.084218785062085,Apartmenthaus Andresen,Pension,Luisenstr.,5,,18119,Rostock,0381 5192656,http://www.etwas-mehr-meer.de/
54.175303169617173,12.080386709480189,Apartmenthaus ARTig an der Mühle,Pension,Laakstr.,14,,18119,Rostock,0381 87729975,http://www.warnemuende-ferienwohnungen.de/hausdetailseite/ferienwohnungen-artig-an-der-muehle.html
54.173712814818188,12.089114220061886,Apartmenthaus Atelier am Strom,Pension,Schwarzer Weg,3,,18119,Rostock,0381 87729975,http://www.warnemuende-ferienwohnungen.de/hausdetailseite/apartmenthaus-atelier-am-strom.html
54.174733929362532,12.08684070984877,Apartmenthaus Meeres-Art,Pension,Poststr.,16,,18119,Rostock,0381 87729975,http://www.warnemuende-ferienwohnungen.de/hausdetailseite/feriendomizil-meeresart.html
54.175759553988058,12.085628543118492,Apartmenthaus Rhau,Pension,Poststr.,4,,18119,Rostock,0381 54135,http://www.apartmenthaus-rhau.de/
54.175189310339398,12.085112708822304,Apartmenthaus Sterntaler,Pension,Fritz-Reuter-Str.,9,,18119,Rostock,0381 87729975,http://www.warnemuende-ferienwohnungen.de/hausdetailseite/ferienvilla-sterntaler.html
